data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-07-14 17:31:06.157907;467;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Geraldine Cambre;feminino;dinheiro
2024-07-14 18:37:55.662539;468;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Marie Mitchell;feminino;dinheiro
2024-07-14 19:31:05.196238;469;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Bernice Morales;feminino;cartão de crédito
2024-07-14 19:48:57.522761;470;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Paula Dabrowski;feminino;dinheiro
2024-07-14 21:20:05.798782;471;Florianópolis;Tiago Lima;Smartwatch Garmin;Travis Michaud;masculino;boleto
2024-07-14 21:29:02.994968;472;Florianópolis;Gabriela Santos;Smartwatch Garmin;Nona Radune;feminino;boleto
2024-07-15 14:57:02.940161;473;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Theodore Cole;masculino;cartão de crédito
2024-07-15 16:09:56.204772;474;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Aimee Auzenne;feminino;boleto
2024-07-15 16:51:01.158296;475;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Randy Perry;masculino;cartão de crédito
2024-07-15 18:46:01.714891;476;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Paul Beck;masculino;cartão de crédito
2024-07-16 18:19:01.060974;477;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Lynn Hooper;masculino;boleto
2024-07-16 21:08:55.013879;478;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Clara Ackley;feminino;cartão de crédito
2024-07-16 21:55:56.151773;479;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Mary Gilbert;feminino;boleto
2024-07-17 11:06:56.122826;480;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Cherie Miller;feminino;pix
2024-07-17 13:02:57.253296;481;São Paulo;Ana Oliveira;Tablet Apple Ipad;Paz Hough;feminino;pix
2024-07-17 19:36:59.408556;482;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gloria Nunnally;feminino;cartão de crédito
2024-07-18 11:27:05.486755;483;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Brandy Crawford;feminino;pix
2024-07-18 14:46:03.417826;484;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jacob Huddleston;masculino;boleto
2024-07-18 15:07:04.178487;485;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Rosita Yeaton;feminino;boleto
2024-07-18 17:40:05.778808;486;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Jane Schutte;feminino;cartão de crédito
2024-07-18 18:21:04.160697;487;São Paulo;Lucas Pereira;Fone de Ouvido Sony;David Brown;masculino;pix
2024-07-19 13:22:58.233897;488;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Frances Juan;feminino;boleto
2024-07-19 14:16:57.950552;489;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Lee Bryant;masculino;boleto
2024-07-19 15:14:56.549274;490;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Katherine Hart;feminino;pix
2024-07-19 19:13:54.662428;491;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Victor Harrison;masculino;boleto
2024-07-19 19:44:05.333329;492;São Paulo;Lucas Pereira;Tablet Apple Ipad;Ricardo Gonzalez;masculino;boleto
2024-07-19 21:07:05.260874;493;São Paulo;Lucas Pereira;Tablet Apple Ipad;Peggy Hicks;feminino;cartão de crédito
2024-07-19 21:20:03.838792;494;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Robert Simpkins;masculino;pix
2024-07-20 15:53:04.561183;495;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Mark Douthitt;masculino;pix
2024-07-20 17:44:02.375301;496;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;George Josselyn;masculino;boleto
2024-07-20 20:41:55.466853;497;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Melba Messer;feminino;boleto
2024-07-20 21:48:02.372993;498;São Paulo;Lucas Pereira;Tablet Apple Ipad;Randy Palmer;masculino;boleto
2024-07-21 14:17:59.417675;499;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Roni Everett;feminino;boleto
2024-07-21 14:21:05.489046;500;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Matthew Mcevoy;masculino;cartão de crédito
2024-07-21 16:00:03.333773;501;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kenneth Lowery;masculino;boleto
2024-07-21 18:30:58.851761;502;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Mauricio Moats;masculino;cartão de crédito
2024-07-21 19:10:05.224955;503;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;David Kelso;masculino;dinheiro
2024-07-21 21:43:00.629123;504;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Margaret Bell;feminino;cartão de crédito
2024-07-21 21:59:55.476217;505;São Paulo;Lucas Pereira;Smartwatch Garmin;Lamont Santos;masculino;pix
2024-07-22 12:39:56.924737;506;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Heidi Battle;feminino;dinheiro
2024-07-22 13:05:01.715447;507;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Charles Lieber;masculino;cartão de crédito
2024-07-22 15:10:58.539194;508;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Timothy Donahue;masculino;boleto
2024-07-22 15:32:00.462493;509;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Shelby Dawson;feminino;dinheiro
2024-07-23 15:29:57.150449;510;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joshua Mancini;masculino;boleto
2024-07-23 18:18:57.131468;511;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Thomas Larson;masculino;pix
2024-07-24 13:01:04.735526;512;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Daniel Bettencourt;masculino;pix
2024-07-24 13:13:58.123524;513;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joseph Brock;masculino;cartão de crédito
2024-07-24 15:19:57.201294;514;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Terry Thigpen;masculino;boleto
2024-07-24 15:28:59.959800;515;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Mary Bulmer;feminino;dinheiro
2024-07-24 18:18:06.327147;516;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Samuel Wrigley;masculino;boleto
2024-07-24 19:49:54.904141;517;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Susanne Creager;feminino;boleto
2024-07-25 12:01:01.099120;518;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Wendy Smith;feminino;cartão de crédito
2024-07-25 14:16:03.811769;519;São Paulo;Ana Oliveira;Tablet Apple Ipad;John Hoffstetter;masculino;pix
2024-07-25 16:51:54.636142;520;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Chuck Mayo;masculino;boleto
2024-07-25 18:31:03.238583;521;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Shawn Flores;masculino;pix
2024-07-25 18:54:55.012075;522;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Dale Alexander;masculino;pix
2024-07-25 20:11:55.330016;523;Florianópolis;Tiago Lima;Smartwatch Garmin;Rosalinda Orourke;feminino;dinheiro
2024-07-25 20:19:58.122091;524;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Elizabeth Monroe;feminino;cartão de crédito
2024-07-25 21:09:00.528759;525;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Mcardle;masculino;dinheiro
2024-07-26 12:07:57.665452;526;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Edith Newton;feminino;pix
2024-07-26 14:36:56.307288;527;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Emma Crist;feminino;boleto
2024-07-26 16:24:00.933241;528;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Steven Ellison;masculino;pix
2024-07-26 17:37:06.430102;529;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Henry Bolden;masculino;dinheiro
2024-07-26 20:05:56.667996;530;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Todd Frederick;masculino;pix
2024-07-27 12:27:57.586743;531;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Dawn Jackson;feminino;pix
2024-07-27 13:09:58.439156;532;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ann Lusk;feminino;boleto
2024-07-27 13:20:55.701382;533;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Jose Torres;masculino;cartão de crédito
2024-07-27 13:43:59.959483;534;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kathleen Johnson;feminino;boleto
2024-07-27 14:22:59.426020;535;Florianópolis;Tiago Lima;Tablet Apple Ipad;Susan Taylor;feminino;boleto
2024-07-27 14:35:05.530107;536;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Janet Monroe;feminino;dinheiro
2024-07-27 16:48:04.945326;537;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Michael Christenson;masculino;dinheiro
2024-07-27 17:29:59.359601;538;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Lori Parker;feminino;cartão de crédito
2024-07-27 20:28:56.213252;539;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;David Estrada;masculino;pix
2024-07-27 21:01:03.254223;540;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jennifer Merson;feminino;dinheiro
2024-07-28 11:45:03.731409;541;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Anita Clement;feminino;dinheiro
2024-07-28 13:17:04.898765;542;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Beth Keams;feminino;pix
2024-07-28 13:46:03.232203;543;São Paulo;Lucas Pereira;Smartwatch Garmin;Hazel Moorehead;feminino;cartão de crédito
2024-07-28 20:01:00.459997;544;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Malcolm Underwood;masculino;pix
2024-07-28 21:15:03.756403;545;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Freddy Berg;masculino;boleto
2024-07-30 12:02:57.791248;546;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Jack Leusink;masculino;dinheiro
2024-07-30 12:50:55.171487;547;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Dixon;masculino;boleto
2024-07-30 16:33:02.845614;548;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Arthur Farry;masculino;pix
2024-07-30 17:31:56.007237;549;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Mae Bloom;feminino;dinheiro
2024-07-30 20:41:02.229258;550;São Paulo;Ana Oliveira;Tablet Apple Ipad;Scott Cruz;masculino;cartão de crédito
2024-07-31 13:09:58.442754;551;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Sharron Jackson;feminino;cartão de crédito
2024-07-31 14:05:56.584723;552;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Mary Copeland;feminino;pix
2024-07-31 15:59:58.239162;553;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Harold Brown;masculino;pix
2024-07-31 16:41:01.694835;554;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Joshua Fry;masculino;dinheiro
2024-07-31 17:18:03.456684;555;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Robert Jessen;masculino;cartão de crédito
2024-07-31 17:37:04.947207;556;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kathryn Carter;feminino;pix
2024-07-31 17:49:05.212964;557;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Lise Hendricks;feminino;boleto
2024-07-31 18:52:01.729665;558;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Carolyn Morgan;feminino;cartão de crédito
2024-07-31 19:13:57.842567;559;São Paulo;Ana Oliveira;Smartwatch Garmin;Jesus Hill;masculino;pix
2024-08-01 12:44:58.548908;560;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Mario Contreras;masculino;dinheiro
2024-08-01 13:56:57.189409;561;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Debra Nicholls;feminino;pix
2024-08-01 14:10:01.097219;562;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Bernice Blackmon;feminino;pix
2024-08-01 16:40:05.827484;563;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Carl Gomez;masculino;pix
2024-08-01 18:48:02.235994;564;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Steven White;masculino;dinheiro
2024-08-01 19:04:05.145788;565;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ashley Mclaughlin;feminino;pix
2024-08-01 21:48:05.180074;566;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Lawrence Kester;masculino;dinheiro
2024-08-02 11:15:58.563873;567;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Elaine Morquecho;feminino;dinheiro
2024-08-02 11:26:02.638863;568;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Michael Hauman;masculino;boleto
2024-08-02 12:24:54.989999;569;Florianópolis;Tiago Lima;Smartwatch Garmin;Debra Riches;feminino;pix
2024-08-02 13:17:57.779160;570;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ruth Woodham;feminino;dinheiro
2024-08-02 16:28:06.377239;571;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;John Adams;masculino;boleto
2024-08-02 17:16:57.613702;572;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Keith Mathis;masculino;boleto
2024-08-02 17:50:05.426206;573;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Felicia Olivera;feminino;dinheiro
2024-08-02 20:24:00.689539;574;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Christopher Suther;masculino;cartão de crédito
2024-08-03 12:14:57.760534;575;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Tameka Mcwilliams;feminino;pix
2024-08-03 12:20:02.687925;576;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Britt Whitted;masculino;dinheiro
2024-08-03 13:26:55.375092;577;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Claude Longenberger;masculino;pix
2024-08-03 16:09:05.800399;578;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Joseph Liv;masculino;pix
2024-08-03 18:29:02.286862;579;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ann Utterback;feminino;pix
2024-08-03 18:46:57.176920;580;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jeanne Mcnish;feminino;cartão de crédito
2024-08-03 19:58:05.224350;581;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jennifer Swanson;feminino;pix
2024-08-03 20:09:56.006940;582;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;John Reyes;masculino;boleto
2024-08-03 21:44:01.433860;583;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Addie Taylor;feminino;dinheiro
2024-08-04 18:49:01.648431;584;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Aaron Gonzalez;masculino;boleto
2024-08-04 19:55:06.434333;585;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Lidia Shoemaker;feminino;pix
2024-08-04 19:55:55.331731;586;Florianópolis;Tiago Lima;Smartwatch Garmin;Helen Merriweather;feminino;cartão de crédito
2024-08-05 11:28:05.980574;587;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Theodore Cowart;masculino;cartão de crédito
2024-08-05 11:44:01.101387;588;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Ann Zirin;feminino;dinheiro
2024-08-05 11:51:00.676089;589;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jacqueline Pilkington;feminino;dinheiro
2024-08-05 13:56:06.027874;590;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Robert Scribner;masculino;pix
2024-08-05 14:16:03.875603;591;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Arletha Sherman;feminino;dinheiro
2024-08-05 14:34:06.175053;592;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Pauline Hinaman;feminino;dinheiro
2024-08-05 15:06:05.569963;593;São Paulo;Ana Oliveira;Tablet Apple Ipad;William Mcglone;masculino;pix
2024-08-05 17:16:00.661189;594;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Alexander Milone;masculino;cartão de crédito
2024-08-05 18:42:00.687921;595;São Paulo;Ana Oliveira;Smartwatch Garmin;Hoa Garcia;feminino;pix
2024-08-05 21:12:56.044020;596;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Griselda Lancaster;feminino;cartão de crédito
2024-08-06 15:56:04.523110;597;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Alvin Deuell;masculino;boleto
2024-08-06 16:52:05.757455;598;Florianópolis;Tiago Lima;Smartwatch Garmin;Christina Wiggins;feminino;pix
2024-08-06 17:16:00.969561;599;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Barbara Landreth;feminino;pix
2024-08-06 18:00:02.406040;600;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Bennie Engle;masculino;dinheiro
2024-08-06 18:07:02.934656;601;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Mary Bland;feminino;pix
2024-08-06 19:46:57.217465;602;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Robert Stewart;masculino;dinheiro
2024-08-06 20:20:03.236352;603;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Thomas Duggan;masculino;pix
2024-08-06 20:23:58.419868;604;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;William Mcomber;masculino;cartão de crédito
2024-08-07 16:52:01.088186;605;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kay Davis;feminino;dinheiro
2024-08-07 18:01:54.680264;606;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Ethel Lewis;feminino;boleto
2024-08-07 19:42:59.407015;607;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Edward Smith;masculino;cartão de crédito
2024-08-08 11:24:59.584743;608;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Pamela Cambridge;feminino;cartão de crédito
2024-08-08 13:35:55.250837;609;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Kenneth Sotelo;masculino;pix
2024-08-08 16:16:01.056409;610;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Alene Mccollum;feminino;cartão de crédito
2024-08-08 17:36:58.722572;611;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Mary Pelton;feminino;dinheiro
2024-08-08 19:44:58.540653;612;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Margaret Thomas;feminino;boleto
2024-08-08 21:52:05.583945;613;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Karla Lemle;feminino;dinheiro
2024-08-09 12:51:05.922538;614;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Maxine Wynia;feminino;dinheiro
2024-08-09 13:35:58.084702;615;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Judy Ramirez;feminino;boleto
2024-08-09 15:44:00.150835;616;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Julia Ingole;feminino;cartão de crédito
2024-08-10 14:25:03.670979;617;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Pedro Dugger;masculino;pix
2024-08-10 15:45:03.957998;618;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Ann Huff;feminino;dinheiro
2024-08-10 16:06:03.655661;619;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Brian Oberle;masculino;boleto
2024-08-11 11:53:01.313146;620;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rick Brown;masculino;pix
2024-08-11 11:53:04.944700;621;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jessie Garcia;feminino;cartão de crédito
2024-08-11 18:20:03.184091;622;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Eugenia Thomas;feminino;pix
2024-08-11 18:46:01.508873;623;São Paulo;Ana Oliveira;Tablet Apple Ipad;Herbert Donley;masculino;dinheiro
2024-08-11 20:12:56.946042;624;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Freida Moss;feminino;cartão de crédito
2024-08-12 12:44:54.662699;625;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joey Kugler;masculino;pix
2024-08-12 15:07:55.972390;626;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Annie Nelson;feminino;cartão de crédito
2024-08-12 16:02:55.249473;627;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ruth Burnham;feminino;dinheiro
2024-08-12 17:17:04.738393;628;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Lisa Murray;feminino;dinheiro
2024-08-12 20:05:59.480875;629;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Robin Ceruantes;feminino;pix
2024-08-12 20:54:58.394148;630;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Shannon Buckman;feminino;boleto
2024-08-13 11:43:02.913292;631;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Robert Martin;masculino;dinheiro
2024-08-13 15:23:59.933079;632;Florianópolis;Tiago Lima;Tablet Apple Ipad;Stephen Johnson;masculino;pix
2024-08-13 16:49:05.580802;633;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sarah Cannon;feminino;pix
2024-08-13 21:29:56.576072;634;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Warren Warnick;masculino;boleto
2024-08-14 11:13:00.273683;635;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Jennifer Turnipseed;feminino;cartão de crédito
2024-08-14 12:02:55.810470;636;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kathleen Manning;feminino;boleto
2024-08-14 14:12:56.158371;637;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Barbara Mishou;feminino;dinheiro
2024-08-14 16:41:03.460049;638;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Charles Titus;masculino;pix
2024-08-14 17:26:04.921964;639;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Susan Ewart;feminino;dinheiro
2024-08-14 17:51:58.393556;640;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Tammy Taylor;feminino;boleto
2024-08-14 20:53:56.218451;641;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Denise Timmons;feminino;boleto
2024-08-15 20:11:04.238630;642;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Walter Parker;masculino;dinheiro
2024-08-15 21:02:03.810417;643;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;William Heard;masculino;boleto
2024-08-16 11:08:02.748854;644;Florianópolis;Tiago Lima;Smartwatch Garmin;Sarah Peterson;feminino;boleto
2024-08-16 11:12:02.322646;645;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Robert Lin;masculino;dinheiro
2024-08-16 11:14:59.069447;646;São Paulo;Ana Oliveira;Smartwatch Garmin;Susan Hale;feminino;dinheiro
2024-08-16 11:51:59.470201;647;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Charles Stewart;masculino;cartão de crédito
2024-08-16 16:20:56.549565;648;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Jennifer Person;feminino;dinheiro
2024-08-16 16:51:04.247630;649;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Charles Brown;masculino;pix
2024-08-16 17:28:04.636736;650;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Michael Thornton;masculino;boleto
2024-08-16 21:22:03.235818;651;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Stephanie Erickson;feminino;boleto
2024-08-16 21:26:05.424435;652;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Renae Sears;feminino;boleto
2024-08-17 11:33:58.940449;653;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Donald Kwok;masculino;pix
2024-08-17 15:40:57.205522;654;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Susan Sexton;feminino;boleto
2024-08-17 17:02:54.537463;655;São Paulo;Ana Oliveira;Tablet Apple Ipad;Lucinda Henderson;feminino;dinheiro
2024-08-17 17:40:58.857537;656;Florianópolis;Tiago Lima;Smartwatch Garmin;Stephanie Salgado;feminino;dinheiro
2024-08-17 20:12:01.096876;657;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Linda Brown;feminino;dinheiro
2024-08-17 21:45:55.733277;658;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Henry Young;masculino;boleto
2024-08-18 14:23:05.301215;659;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Gwen Ator;feminino;pix
2024-08-18 15:19:54.528397;660;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Paul Schroeder;masculino;pix
2024-08-18 16:26:05.716358;661;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Dolores Booker;feminino;boleto
2024-08-18 18:41:03.592742;662;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Helen Bornhorst;feminino;pix
2024-08-18 19:59:56.024504;663;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Bobbie Sherman;feminino;pix
2024-08-18 21:35:59.225581;664;Florianópolis;Gabriela Santos;Smartwatch Garmin;Ronald Resner;masculino;cartão de crédito
2024-08-18 22:00:06.369827;665;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Betty Poche;feminino;boleto
2024-08-19 12:31:01.613498;666;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Willie Macdowell;masculino;boleto
2024-08-20 14:49:57.733408;667;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Hazel Knickrehm;feminino;cartão de crédito
2024-08-20 20:00:57.588726;668;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Eleanor Taylor;feminino;boleto
2024-08-21 11:22:56.076578;669;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Kathryn Hargrove;feminino;boleto
2024-08-21 13:14:04.190816;670;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Alton Savage;masculino;cartão de crédito
2024-08-21 14:37:56.981826;671;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Jacob West;masculino;pix
2024-08-21 15:22:05.040991;672;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Autumn Boyd;feminino;cartão de crédito
2024-08-21 16:44:56.947098;673;São Paulo;Lucas Pereira;Smartwatch Garmin;Scot Nixon;masculino;cartão de crédito
2024-08-21 16:52:04.605304;674;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Thomas Greene;masculino;dinheiro
2024-08-21 19:05:00.349864;675;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Veronica Bruch;feminino;dinheiro
2024-08-22 13:24:58.673989;676;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jarrett Barnes;masculino;pix
2024-08-22 14:11:58.256383;677;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Steven Raebel;masculino;cartão de crédito
2024-08-22 15:40:04.323030;678;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;David Peterson;masculino;boleto
2024-08-23 12:11:56.002472;679;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Julia Legrand;feminino;boleto
2024-08-23 14:05:54.634457;680;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Dale Stockton;masculino;boleto
